4183	NORDESTE	85	urbano	feminino	parda	terceira série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	1400	3000	4	2	católica	4	1	ns	4	4	1	2	4	3	5	4	3	5	2	3	3	5	4	2	3	1	5	4	4	4	3	4
4184	NORDESTE	32	urbano	feminino	parda	médio completo	segunda série fundamental	terceira série fundamental	1200	4000	6	2	católica	2	2	1	2	4	4	4	5	1	4	4	2	1	4	3	2	5	2	4	1	4	2	4	4	1	2	4
4185	NORDESTE	70	urbano	feminino	parda	cursou superior sem concluir	analfabeto ou sem instrução	analfabeto ou sem instrução	2000	4000		2	católica	3	4	2	5	4	5	4	5	1	4	5	5	4	1	2	2	5	5	4	2	2	2	1	1	4	1	4
4188	NORDESTE	66	urbano	masculino	parda	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	2000	2000	3	2	evangélica	1	4	1	4	4	1	5	4	1	5	5	4	4	1	1	4	5	5	1	4	5	4	5	2	4	5	1
4189	NORDESTE	56	urbano	feminino	parda	quarta série fundamental completa	analfabeto ou sem instrução	analfabeto ou sem instrução	1340	1800	2	2	católica	4	1	2	5	4	1	1	5	1	4	2	2	5	4	4	5	4	2	2	1	4	4	5	5	1	4	1
4190	NORTE	34	urbano	feminino	parda	fundamental completa	analfabeto ou sem instrução	analfabeto ou sem instrução	678			2	católica	5	2	2	4	5	2	5	4	2	4	4	2	4	2	2	2	5	5	4	5	4	4	5	2	4	2	5
4199	NORTE	28	urbano	masculino	preta	segunda série médio	segunda série fundamental	analfabeto ou sem instrução	1200	1200	2	1	evangélica	5	ns	4	5	5	3	5	5	4	4	4	4	2	2	2	2	5	5	4	4	4	2	2	2	1	1	4
4204	NORDESTE	54	metropolitano	feminino	parda	médio completo	primeira série fundamental	primeira série fundamental	1420	6000	3	2	católica	5	4	4	5	4	5	5	5	4	4	5	5	5	2	4	4	5	4	5	4	2	5	4	1	1	5	4
4205	NORTE	22	urbano	feminino	parda	fundamental completa	não sabe	não sabe	678	678	6	1	católica	5	4	4	5	5	3	5	5	4	4	5	4	2	2	2	2	5	5	4	5	2	4	4	5	4	4	ns
4209	NORTE	23	urbano	feminino	parda	médio completo	quarta série fundamental completa	fundamental completa	678	750	4	1	evangélica	4	ns	2	5	4	2	4	4	1	4	4	4	2	2	2	1	5	5	4	4	4	2	4	2	4	2	5
4213	NORTE	62	urbano	masculino	parda	segunda série fundamental	analfabeto ou sem instrução	terceira série fundamental	678	678	2	2	católica	2	3	2	4	4	4	2	5	4	5	5	5	2	2	2	1	5	5	4	4	2	2	2	2	2	2	4
4216	NORTE	28	urbano	feminino	parda	fundamental completa	terceira série fundamental	sexta série fundamental	678	950	3	1	católica	4	5	4	5	5	4	4	4	1	5	5	2	2	2	2	1	4	5	4	5	2	2	2	2	4	4	5
4218	NORDESTE	46	metropolitano	feminino	parda	superior completo	quarta série fundamental completa	sexta série fundamental	1800	19000		2	NR	5	5	1	4	5	4	2	4	2	4	4	5	2	1	2	2	5	4	2	4	4	4	4	4	2	3	3
4220	NORDESTE	52	metropolitano	masculino	parda	primeira série médio	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1000	3	2	católica	1	4	5	5	5	5	4	5	3	5	4	1	5	1	4	1	5	5	5	2	5	2	5	2	1	5	4
4223	NORDESTE	65	metropolitano	masculino	parda	oitava série fundamental incompleta	analfabeto ou sem instrução	primeira série fundamental	678	678	1	2	católica	5	4	2	5	4	1	5	3	5	5	5	5	1	2	4	2	5	5	5	2	3	2	5	5	2	3	5
4225	NORDESTE	46	urbano	masculino	branca	médio completo	não sabe	não sabe	2000	2000	4	2	evangélica	2	2	5	2	2	5	2	5	1	2	1	2	2	2	2	2	5	4	1	4	2	2	1	5	2	2	4
4229	NORDESTE	55	urbano	feminino	parda	médio completo	não sabe	não sabe	678	678	2	2	evangélica	2	ns	4	2	4	2	2	5	4	5	4	5	5	2	2	4	2	5	2	2	2	5	5	2	2	2	ns
4230	NORDESTE	60	metropolitano	masculino	branca	segunda série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1500	3	2	católica	2	4	5	2	5	5	5	4	1	4	5	2	5	2	2	2	5	4	5	2	4	2	4	5	2	1	5
4233	NORDESTE	31	urbano	feminino	parda	sexta série fundamental	não sabe	não sabe	678	678	4	1	católica	2	2	4	5	5	2	2	5	5	5	5	5	2	2	2	2	5	5	2	5	5	2	5	2	2	5	5
4235	NORDESTE	26	urbano	feminino	parda	médio completo	médio completo	quinta série fundamental	678		3	2	evangélica	2	2	2	5	ns	5	5	5	5	5	3	5	2	5	2	5	3	5	5	2	2	2	1	5	2	2	2
4236	NORDESTE	71	metropolitano	feminino	parda	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1800	4	2	evangélica	4	5	5	5	5	3	5	5	4	5	2	5	5	1	2	5	5	5	5	5	5	2	4	5	3	2	1
4238	NORDESTE	41	urbano	feminino	parda	médio completo	quarta série fundamental completa	fundamental completa	1000	1000	4	2	católica	2	5	5	2	2	2	4	5	5	5	1	5	2	2	2	2	2	2	5	2	2	2	5	5	2	2	2
4242	NORDESTE	70	urbano	feminino	parda	fundamental completa	não sabe	não sabe			2	2	católica	2	ns	2	2	5	5	5	5	5	5	4	5	2	2	2	2	5	5	2	2	2	2	5	5	2	2	5
4243	NORDESTE	35	metropolitano	feminino	parda	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução	800	800	5	1	católica	2	3	2	5	5	5	5	5	1	5	5	4	2	1	2	1	4	4	1	4	1	5	5	ns	5	5	1
4244	NORDESTE	48	urbano	masculino	parda	analfabeto ou sem instrução	não conheceu	não conheceu	500	500	7	1	católica	2	4	2	5	5	2	5	5	1	1	5	5	5	4	2	2	5	5	5	4	5	2	5	2	2	5	5
4249	NORDESTE	38	metropolitano	masculino	parda	quarta série fundamental completa	não sabe	não sabe	600	600	4	1	afrobrasileiras	2	5	4	5	5	5	5	4	5	5	5	5	5	5	1	1	5	5	5	2	1	5	5	2	2	5	5
4250	NORDESTE	57	urbano	feminino	branca	médio completo	quarta série fundamental incompleta	médio completo	600	600	2	1	evangélica	2	ns	2	5	5	5	5	5	4	4	5	5	2	2	2	2	5	5	5	2	5	2	5	5	1	5	5
4251	NORDESTE	43	metropolitano	feminino	branca	quinta série fundamental	não sabe	não sabe	1000	1500	3	2	católica	2	ns	5	5	4	5	5	5	5	5	5	5	2	1	2	5	5	5	5	1	5	2	2	5	2	2	5
4257	NORDESTE	34	metropolitano	feminino	parda	médio completo	quarta série fundamental incompleta	quarta série fundamental incompleta	1000	1800	2	2	evangélica	2	3	5	4	2	5	5	5	5	5	5	1	2	2	1	5	5	5	5	2	5	2	4	5	2	2	5
4259	NORDESTE	58	metropolitano	feminino	preta	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução			2	2	católica	5	5	2	5	4	5	5	5	2	5	5	5	1	2	2	4	1	5	4	2	5	1	5	5	2	5	1
4260	NORDESTE	70	urbano	feminino	parda	primeira série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1300	6	2	católica	2	2	5	5	5	5	4	5	5	5	5	1	5	4	2	1	5	5	5	4	2	5	1	2	2	1	5
4263	NORDESTE	28	metropolitano	feminino	parda	segunda série médio	não sabe	não sabe	850	1400	2	2	católica	1	5	4	2	5	2	5	5	5	5	5	5	2	2	2	1	5	5	2	2	2	1	5	5	2	1	5
4267	NORDESTE	18	metropolitano	feminino	branca	terceira série médio incompleto	superior completo	segunda série médio	678	5000	3	2	católica	2	1	5	2	1	5	5	5	5	1	5	5	1	2	1	1	5	5	2	2	2	2	5	5	1	5	1
4271	NORDESTE	56	urbano	feminino	parda	fundamental completa	não sabe	segunda série fundamental	400	1000	5	1	evangélica	2	ns	2	2	5	5	5	5	5	4	2	5	2	2	2	2	4	5	4	2	2	2	4	5	2	2	5
4277	NORDESTE	69	metropolitano	feminino	parda	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1500	5	2	evangélica	1	3	1	5	5	5	4	2	5	5	4	5	5	1	1	2	5	5	5	5	5	2	1	5	2	1	5
4280	NORDESTE	37	urbano	feminino	parda	quarta série fundamental completa	não sabe	não sabe	700	1000	3	1	católica	5	5	2	5	5	2	5	5	5	5	5	5	5	2	2	4	5	5	5	2	5	5	5	2	2	2	5
4288	NORDESTE	31	urbano	feminino	parda	sexta série fundamental	segunda série fundamental	primeira série fundamental		1500	4	2	evangélica	2	ns	2	5	1	5	5	5	4	1	4	5	2	2	2	2	2	5	1	2	4	2	5	5	2	2	5
4290	NORDESTE	64	metropolitano	feminino	parda	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1400	3	2	católica	5	2	2	5	5	4	5	5	2	5	5	5	5	1	2	2	5	5	4	1	5	2	1	2	5	2	5
4291	NORDESTE	25	metropolitano	feminino	preta	terceira série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	400	580	3	1	católica	1	4	1	2	2	4	4	4	4	5	2	5	1	1	1	4	2	5	2	2	1	4	2	4	2	1	2
4299	NORDESTE	56	metropolitano	feminino	parda	quarta série fundamental incompleta	quarta série fundamental incompleta	médio completo	678	1800	6	2	católica	4	ns	4	1	5	5	5	5	5	5	4	5	1	2	2	2	5	4	5	1	1	4	5	5	1	1	5
4304	NORDESTE	51	metropolitano	feminino	parda	médio completo	terceira série fundamental	quinta série fundamental	678	2000	4	2	católica	5	3	1	5	4	5	5	5	2	5	1	5	4	1	2	2	1	4	1	5	5	5	5	3	2	5	5
4311	NORDESTE	42	metropolitano	feminino	parda	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	678	800	3	2	católica	1	1	5	1	4	1	4	5	5	2	5	5	5	1	2	2	1	5	2	1	5	3	2	5	1	5	3
4315	NORDESTE	49	metropolitano	masculino	branca	fundamental completa	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1200	2	1	evangélica	2	5	2	5	4	5	5	5	5	5	5	2	2	1	4	2	5	5	2	1	3	2	1	5	2	2	2
4318	NORDESTE	38	metropolitano	feminino	preta	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	678	1400	3	2	católica	2	2	2	5	2	5	5	5	5	5	5	5	2	1	1	4	5	5	2	2	2	2	5	2	2	2	5
4319	NORDESTE	40	metropolitano	masculino	parda	quarta série fundamental completa	analfabeto ou sem instrução	analfabeto ou sem instrução	678	2000	5	2	católica	1	4	4	5	1	1	1	4	5	1	5	5	4	4	5	5	5	4	4	2	2	1	2	4	4	5	1
4323	NORDESTE	64	metropolitano	feminino	parda	sexta série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	360	360	1	1	evangélica	1	3	5	2	4	2	5	5	5	5	5	5	5	1	2	1	5	5	2	2	3	5	5	1	5	2	2
4331	NORDESTE	30	metropolitano	feminino	preta	médio completo	não conheceu	sétima série fundamental	850	850	4	1	evangélica	2	5	5	5	4	5	5	5	5	5	1	2	5	2	1	4	5	5	1	2	2	5	1	5	2	2	4
4334	NORDESTE	40	metropolitano	feminino	branca	médio completo	quarta série fundamental incompleta	quarta série fundamental incompleta	520	520	4	1	católica	2	5	1	5	2	5	1	5	5	1	5	5	5	1	2	1	5	5	1	4	4	4	5	5	4	1	5
4340	NORTE	80	urbano	masculino	parda	terceira série fundamental	analfabeto ou sem instrução	terceira série fundamental	678	678	4	2	espírita	5	4	4	5	4	4	5	4	4	4	5	4	2	4	2	2	5	5	5	5	4	2	4	2	4	4	5
4343	NORTE	46	urbano	feminino	parda	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	900	1356	6	1	católica	1	5	2	5	5	2	5	5	1	5	5	5	4	2	4	2	4	5	1	5	5	5	2	5	2	4	5
4346	NORTE	71	urbano	masculino	parda	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução	678	800	5	1	evangélica	5	5	2	5	4	5	5	5	4	5	5	5	2	4	4	4	5	5	4	5	4	2	4	5	4	4	5
4349	NORTE	60	urbano	masculino	parda	segunda série fundamental	quinta série fundamental	primeira série fundamental	3650	3650	1	2	sem	4	5	4	5	5	4	5	5	5	4	4	4	2	2	2	1	5	5	4	2	1	2	5	5	2	1	5
4352	NORTE	29	urbano	masculino	parda	quarta série fundamental completa	primeira série fundamental	analfabeto ou sem instrução	678	678	3	2	católica	2	ns	4	5	4	4	5	4	4	4	4	4	4	2	2	4	5	5	4	5	4	4	4	2	2	4	4
4355	NORTE	44	urbano	masculino	parda	médio completo	primeira série fundamental	terceira série fundamental	678	1150	3	2	evangélica	5	ns	2	5	5	3	5	4	4	4	ns	4	ns	4	2	4	5	5	4	ns	2	ns	5	ns	4	2	5
4358	NORTE	52	urbano	feminino	parda	quarta série fundamental incompleta	analfabeto ou sem instrução	analfabeto ou sem instrução	300	370	3	1	espírita	1	5	2	5	2	2	4	5	4	5	4	4	2	2	2	4	5	5	4	4	2	2	5	5	2	4	5
4361	NORTE	46	urbano	masculino	parda	segunda série fundamental	não sabe	analfabeto ou sem instrução	678	1600	5	2	católica	2	5	2	1	4	2	5	5	4	4	5	4	4	4	2	2	5	5	4	2	4	5	5	2	2	1	5
4373	NORTE	27	urbano	masculino	parda	médio completo	não conheceu	analfabeto ou sem instrução	678	678	7	1	evangélica	2	3	4	2	4	5	5	5	2	5	5	4	5	2	2	4	4	5	1	2	2	4	5	5	2	1	2
4376	NORTE	41	urbano	feminino	parda	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	450	450	4	1	católica	5	3	4	5	5	2	5	5	4	4	5	4	2	4	2	2	5	5	4	5	1	5	5	ns	4	2	5
4383	NORDESTE	43	metropolitano	feminino	branca	fundamental completa	analfabeto ou sem instrução	analfabeto ou sem instrução		800	4	2	católica	1	5	4	4	4	5	5	5	5	5	4	5	1	1	2	1	2	2	5	2	1	5	5	3	1	2	5
4384	NORTE	22	urbano	feminino	parda	quinta série fundamental	não sabe	primeira série fundamental	500		4	1	evangélica	4	4	2	5	4	4	5	2	4	4	2	4	2	1	2	4	5	5	4	5	4	2	5	2	5	2	5
4390	NORDESTE	29	metropolitano	masculino	branca	terceira série médio incompleto	primeira série fundamental	analfabeto ou sem instrução	678	678	2	2	católica	1	4	1	5	1	1	4	5	4	4	2	5	3	1	2	1	2	5	4	4	2	1	4	2	2	2	1
4394	NORDESTE	39	metropolitano	masculino	branca	segunda série médio	analfabeto ou sem instrução	analfabeto ou sem instrução	678			1	católica	2	5	2	5	4	5	5	4	3	5	5	4	2	1	2	2	5	5	2	2	1	2	5	5	1	2	4
4397	NORDESTE	28	metropolitano	masculino	parda	sétima série fundamental	não sabe	não sabe			3	1	evangélica	2	5	1	5	5	2	4	5	3	5	4	4	1	4	2	2	4	5	5	1	1	4	2	3	2	2	5
4400	NORDESTE	68	metropolitano	masculino	branca	terceira série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	678			2	católica	2	5	1	5	4	5	5	5	3	4	4	5	2	5	1	2	4	5	4	1	1	2	5	5	2	1	4
4403	NORDESTE	48	metropolitano	masculino	parda	fundamental completa	fundamental completa	quinta série fundamental	780		5	2	católica	1	5	3	5	4	5	4	5	3	5	4	5	2	1	2	1	4	5	4	2	1	1	4	4	2	5	5
4406	NORDESTE	18	metropolitano	feminino	preta	oitava série fundamental incompleta	analfabeto ou sem instrução	analfabeto ou sem instrução		520	4	2	evangélica	2	5	2	5	2	5	5	4	4	5	1	5	2	2	1	4	1	4	1	4	4	1	2	3	2	2	5
4409	NORDESTE	63	urbano	feminino	branca	cursou superior sem concluir	terceira série fundamental	terceira série fundamental	678	1500	2	2	católica	2	4	5	1	5	4	5	5	4	5	5	4	1	1	2	1	5	4	5	5	2	5	5	5	1	1	4
4411	NORDESTE	44	urbano	feminino	parda	primeira série médio	não sabe	não sabe	678	678	7	2	evangélica	4	ns	5	4	5	5	5	5	5	5	5	5	2	2	4	1	5	5	4	5	5	2	5	5	2	1	2
4412	NORDESTE	51	urbano	feminino	branca	fundamental completa	analfabeto ou sem instrução	analfabeto ou sem instrução	678	2000	3	2	católica	5	4	2	5	4	4	4	2	1	4	4	5	2	5	3	2	3	5	4	2	5	1	5	1	1	5	5
4416	NORTE	70	urbano	feminino	parda	quarta série fundamental completa	segunda série fundamental	segunda série fundamental				1	católica	4	4	1	5	5	1	5	5	4	4	5	4	2	2	2	2	5	5	4	2	1	4	4	5	2	2	4
4417	NORDESTE	63	metropolitano	feminino	branca	segunda série fundamental	primeira série fundamental	analfabeto ou sem instrução	678	1400		2	católica	4	5	4	4	1	5	2	5	5	5	4	4	4	2	1	2	5	5	4	5	2	5	5	2	1	2	5
4419	NORDESTE	29	urbano	feminino	parda	médio completo	quarta série fundamental incompleta	analfabeto ou sem instrução	678	1200	4	1	evangélica	2	2	5	5	1	2	4	5	5	5	5	1	1	5	2	1	5	5	2	5	2	2	2	5	1	2	2
4421	NORDESTE	30	metropolitano	feminino	branca	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	667	668	2	2	evangélica	4	2	5	5	5	5	5	5	5	5	5	5	2	2	2	5	5	5	4	4	2	2	5	5	2	5	1
4423	NORDESTE	35	urbano	feminino	branca	sexta série fundamental	não sabe	não sabe	600	700	5	1	católica	1	ns	1	1	5	ns	4	5	5	5	5	5	ns	2	2	2	5	5	5	2	5	5	2	ns	2	1	ns
4427	NORTE	29	urbano	feminino	parda	segunda série médio	primeira série fundamental	quinta série fundamental	500	500	3	2	católica	4	5	4	5	5	1	4	5	4	4	5	4	4	2	2	4	5	5	4	5	4	4	5	2	2	2	5
4429	NORDESTE	38	urbano	feminino	parda	médio completo	não sabe	não sabe	678	678	4	1	católica	1	ns	4	4	2	5	5	5	1	5	5	5	5	2	2	2	5	5	2	1	4	2	5	2	2	2	5
4433	NORDESTE	33	urbano	feminino	branca	médio completo	analfabeto ou sem instrução	quarta série fundamental incompleta	920	1700	5	1	católica	2	ns	5	5	5	2	5	5	2	5	5	5	5	2	2	2	5	5	5	5	5	5	5	2	2	5	1
4434	NORDESTE	20	metropolitano	masculino	preta	cursou superior sem concluir	médio completo	cursou superior sem concluir			2	2	outras	2	2	2	1	1	2	2	5	2	5	2	5	5	2	5	2	2	2	1	2	2	5	2	2	2	2	1
4436	NORDESTE	28	urbano	masculino	parda	fundamental completa	não sabe	não sabe	1300	1800	3	2	sem	2	ns	2	4	2	5	5	5	2	5	5	2	5	2	2	4	5	5	ns	4	5	2	5	1	2	2	5
4439	NORDESTE	22	urbano	feminino	preta	médio completo	não sabe	não sabe	678	678	2	2	católica	5	ns	5	4	5	2	5	5	5	1	5	5	2	2	2	2	5	5	5	2	5	2	5	2	2	2	5
4441	NORDESTE	74	metropolitano	masculino	preta	quinta série fundamental	segunda série fundamental	analfabeto ou sem instrução	678		1	2	evangélica	4	3	4	5	2	4	4	5	5	5	1	4	2	4	2	4	1	1	4	2	5	2	5	5	2	1	4
4443	NORDESTE	42	urbano	feminino	parda	quinta série fundamental	não sabe	não sabe	360	360	3	1	católica	2	ns	5	4	2	2	5	5	5	5	5	4	5	2	2	5	5	5	2	2	2	5	5	2	2	2	5
4449	NORDESTE	28	metropolitano	feminino	parda	médio completo	médio completo	médio completo	1800	3400	3	2	católica	2	1	4	1	2	5	2	5	5	1	4	5	1	2	2	2	4	5	1	2	2	1	5	3	5	2	4
4452	NORDESTE	64	metropolitano	feminino	preta	quarta série fundamental incompleta	analfabeto ou sem instrução	analfabeto ou sem instrução	678		3	2	católica	2	3	4	2	2	5	4	1	5	5	4	5	5	2	2	2	4	2	1	2	4	5	1	4	2	2	5
4456	NORDESTE	19	urbano	feminino	parda	primeira série médio	quinta série fundamental	quinta série fundamental	1100	2000	4	2	católica	5	4	2	2	5	2	5	5	5	5	5	5	5	5	2	2	2	5	5	2	1	2	5	2	2	2	5
4475	NORDESTE	39	urbano	feminino	parda	terceira série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	350	350		1	católica	2	2	2	2	2	2	5	5	5	ns	2	4	5	2	2	2	5	5	2	2	ns	5	5	2	2	5	5
4481	NORDESTE	50	urbano	feminino	parda	cursou superior sem concluir	não sabe	segunda série fundamental				2	católica	2	ns	2	2	1	2	1	4	4	2	3	2	ns	2	2	2	1	1	1	2	1	3	3	2	2	1	2
4491	NORDESTE	32	urbano	feminino	branca	quinta série fundamental	não sabe	não sabe	950	950	4	2	católica	2	2	2	2	4	ns	2	5	5	5	4	5	5	2	2	2	5	5	5	2	2	ns	5	1	2	2	ns
4494	NORDESTE	39	urbano	feminino	parda	sétima série fundamental	primeira série fundamental	analfabeto ou sem instrução	678	678	3	2	católica	2	ns	2	2	2	2	ns	1	5	5	5	5	ns	2	2	2	5	5	ns	2	3	ns	ns	ns	2	2	ns
4497	NORDESTE	29	urbano	feminino	parda	primeira série médio	não conheceu	fundamental completa	450		4	2	católica	2	2	2	2	2	2	2	5	5	5	1	4	5	2	2	5	4	5	4	2	2	5	5	2	2	2	2
4500	NORDESTE	63	urbano	masculino	parda	analfabeto ou sem instrução	analfabeto ou sem instrução	analfabeto ou sem instrução	678	678	3	1	católica	ns	4	ns	5	ns	2	ns	ns	5	ns	5	5	ns	2	2	5	5	5	ns	2	2	ns	5	5	2	ns	ns
4504	NORDESTE	65	urbano	feminino	parda	sétima série fundamental	não sabe	não sabe	678	1300	3	1	católica	4	ns	4	4	5	2	5	5	5	5	5	5	5	2	2	5	4	5	5	5	2	5	5	5	2	2	5
4507	NORDESTE	29	urbano	feminino	parda	quinta série fundamental	não sabe	não sabe	678	678	4	1	católica	2	ns	5	5	4	2	4	5	5	5	5	4	5	4	2	1	5	5	ns	5	5	5	5	2	1	2	5
4512	NORTE	34	urbano	feminino	parda	médio completo	quarta série fundamental incompleta	quarta série fundamental completa	678			2	evangélica	5	3	1	4	4	ns	5	5	5	4	5	5	2	2	2	2	5	5	4	2	2	2	2	2	2	2	4
4520	NORTE	67	urbano	feminino	parda	segunda série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	678			2	católica	4	5	1	5	5	1	5	5	4	4	4	2	4	2	2	4	5	5	4	4	4	4	4	ns	2	4	5
4527	NORDESTE	42	urbano	masculino	parda	médio completo	analfabeto ou sem instrução	analfabeto ou sem instrução	500	500	1	2	católica	1	5	5	5	4	5	5	2	5	2	5	5	4	1	1	2	5	4	5	1	4	5	4	5	5	5	2
4528	NORDESTE	42	urbano	feminino	parda	oitava série fundamental incompleta	analfabeto ou sem instrução	analfabeto ou sem instrução	500	500	2	1	católica	2	ns	2	4	4	5	1	5	5	4	2	4	4	2	2	2	5	2	5	4	2	2	1	5	1	5	4
4529	NORDESTE	51	urbano	feminino	parda	quinta série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	678	678	3	1	católica	1	5	1	4	2	4	2	4	4	5	5	5	2	1	5	2	5	4	5	2	5	4	5	5	2	1	5
4530	NORDESTE	61	urbano	feminino	parda	segunda série fundamental	analfabeto ou sem instrução	analfabeto ou sem instrução	300	500	3	2	católica	5	2	2	4	4	2	5	5	5	4	2	4	2	2	2	2	5	4	4	2	2	2	5	5	4	2	2
